16.89,0.8,0.8,10000,269501.3693,0.3
16.89,0.8,0.8,20000,269501.3693,0.3
16.89,0.8,0.8,30000,269501.3693,0.3
16.89,0.8,0.8,40000,269501.3693,0.3
16.89,0.8,0.8,50000,269501.3693,0.3
16.89,0.8,0.7,10000,269501.3693,0.3
16.89,0.8,0.7,20000,269501.3693,0.3
16.89,0.8,0.7,30000,269501.3693,0.3
16.89,0.8,0.7,40000,269501.3693,0.3
16.89,0.8,0.7,50000,269501.3693,0.3
16.89,0.8,0.6,10000,269501.3693,0.3
16.89,0.8,0.6,20000,269501.3693,0.3
16.89,0.8,0.6,30000,269501.3693,0.3
16.89,0.8,0.6,40000,269501.3693,0.3
16.89,0.8,0.6,50000,269501.3693,0.3
16.89,0.5,0.8,10000,269501.3693,0.3
16.89,0.5,0.8,20000,269501.3693,0.3
16.89,0.5,0.8,30000,269501.3693,0.3
16.89,0.5,0.8,40000,269501.3693,0.3
16.89,0.5,0.8,50000,269501.3693,0.3
16.89,0.5,0.7,10000,269501.3693,0.3
16.89,0.5,0.7,20000,269501.3693,0.3
16.89,0.5,0.7,30000,269501.3693,0.3
16.89,0.5,0.7,40000,269501.3693,0.3
16.89,0.5,0.7,50000,269501.3693,0.3
16.89,0.5,0.6,10000,269501.3693,0.3
16.89,0.5,0.6,20000,269501.3693,0.3
16.89,0.5,0.6,30000,269501.3693,0.3
16.89,0.5,0.6,40000,269501.3693,0.3
16.89,0.5,0.6,50000,269501.3693,0.3
16.89,0.2,0.8,10000,269501.3693,0.3
16.89,0.2,0.8,20000,269501.3693,0.3
16.89,0.2,0.8,30000,269501.3693,0.3
16.89,0.2,0.8,40000,269501.3693,0.3
16.89,0.2,0.8,50000,269501.3693,0.3
16.89,0.2,0.7,10000,269501.3693,0.3
16.89,0.2,0.7,20000,269501.3693,0.3
16.89,0.2,0.7,30000,269501.3693,0.3
16.89,0.2,0.7,40000,269501.3693,0.3
16.89,0.2,0.7,50000,269501.3693,0.3
16.89,0.2,0.6,10000,269501.3693,0.3
16.89,0.2,0.6,20000,269501.3693,0.3
16.89,0.2,0.6,30000,269501.3693,0.3
16.89,0.2,0.6,40000,269501.3693,0.3
16.89,0.2,0.6,50000,269501.3693,0.3
8.26,0.8,0.8,10000,269501.3693,0.3
8.26,0.8,0.8,20000,269501.3693,0.3
8.26,0.8,0.8,30000,269501.3693,0.3
8.26,0.8,0.8,40000,269501.3693,0.3
8.26,0.8,0.8,50000,269501.3693,0.3
8.26,0.8,0.7,10000,269501.3693,0.3
8.26,0.8,0.7,20000,269501.3693,0.3
8.26,0.8,0.7,30000,269501.3693,0.3
8.26,0.8,0.7,40000,269501.3693,0.3
8.26,0.8,0.7,50000,269501.3693,0.3
8.26,0.8,0.6,10000,269501.3693,0.3
8.26,0.8,0.6,20000,269501.3693,0.3
8.26,0.8,0.6,30000,269501.3693,0.3
8.26,0.8,0.6,40000,269501.3693,0.3
8.26,0.8,0.6,50000,269501.3693,0.3
8.26,0.5,0.8,10000,269501.3693,0.3
8.26,0.5,0.8,20000,269501.3693,0.3
8.26,0.5,0.8,30000,269501.3693,0.3
8.26,0.5,0.8,40000,269501.3693,0.3
8.26,0.5,0.8,50000,269501.3693,0.3
8.26,0.5,0.7,10000,269501.3693,0.3
8.26,0.5,0.7,20000,269501.3693,0.3
8.26,0.5,0.7,30000,269501.3693,0.3
8.26,0.5,0.7,40000,269501.3693,0.3
8.26,0.5,0.7,50000,269501.3693,0.3
8.26,0.5,0.6,10000,269501.3693,0.3
8.26,0.5,0.6,20000,269501.3693,0.3
8.26,0.5,0.6,30000,269501.3693,0.3
8.26,0.5,0.6,40000,269501.3693,0.3
8.26,0.5,0.6,50000,269501.3693,0.3
8.26,0.2,0.8,10000,269501.3693,0.3
8.26,0.2,0.8,20000,269501.3693,0.3
8.26,0.2,0.8,30000,269501.3693,0.3
8.26,0.2,0.8,40000,269501.3693,0.3
8.26,0.2,0.8,50000,269501.3693,0.3
8.26,0.2,0.7,10000,269501.3693,0.3
8.26,0.2,0.7,20000,269501.3693,0.3
8.26,0.2,0.7,30000,269501.3693,0.3
8.26,0.2,0.7,40000,269501.3693,0.3
8.26,0.2,0.7,50000,269501.3693,0.3
8.26,0.2,0.6,10000,269501.3693,0.3
8.26,0.2,0.6,20000,269501.3693,0.3
8.26,0.2,0.6,30000,269501.3693,0.3
8.26,0.2,0.6,40000,269501.3693,0.3
8.26,0.2,0.6,50000,269501.3693,0.3
104.65,0.8,0.8,10000,269501.3693,0.3
104.65,0.8,0.8,20000,269501.3693,0.3
104.65,0.8,0.8,30000,269501.3693,0.3
104.65,0.8,0.8,40000,269501.3693,0.3
104.65,0.8,0.8,50000,269501.3693,0.3
104.65,0.8,0.7,10000,269501.3693,0.3
104.65,0.8,0.7,20000,269501.3693,0.3
104.65,0.8,0.7,30000,269501.3693,0.3
104.65,0.8,0.7,40000,269501.3693,0.3
104.65,0.8,0.7,50000,269501.3693,0.3
104.65,0.8,0.6,10000,269501.3693,0.3
104.65,0.8,0.6,20000,269501.3693,0.3
104.65,0.8,0.6,30000,269501.3693,0.3
104.65,0.8,0.6,40000,269501.3693,0.3
104.65,0.8,0.6,50000,269501.3693,0.3
104.65,0.5,0.8,10000,269501.3693,0.3
104.65,0.5,0.8,20000,269501.3693,0.3
104.65,0.5,0.8,30000,269501.3693,0.3
104.65,0.5,0.8,40000,269501.3693,0.3
104.65,0.5,0.8,50000,269501.3693,0.3
104.65,0.5,0.7,10000,269501.3693,0.3
104.65,0.5,0.7,20000,269501.3693,0.3
104.65,0.5,0.7,30000,269501.3693,0.3
104.65,0.5,0.7,40000,269501.3693,0.3
104.65,0.5,0.7,50000,269501.3693,0.3
104.65,0.5,0.6,10000,269501.3693,0.3
104.65,0.5,0.6,20000,269501.3693,0.3
104.65,0.5,0.6,30000,269501.3693,0.3
104.65,0.5,0.6,40000,269501.3693,0.3
104.65,0.5,0.6,50000,269501.3693,0.3
104.65,0.2,0.8,10000,269501.3693,0.3
104.65,0.2,0.8,20000,269501.3693,0.3
104.65,0.2,0.8,30000,269501.3693,0.3
104.65,0.2,0.8,40000,269501.3693,0.3
104.65,0.2,0.8,50000,269501.3693,0.3
104.65,0.2,0.7,10000,269501.3693,0.3
104.65,0.2,0.7,20000,269501.3693,0.3
104.65,0.2,0.7,30000,269501.3693,0.3
104.65,0.2,0.7,40000,269501.3693,0.3
104.65,0.2,0.7,50000,269501.3693,0.3
104.65,0.2,0.6,10000,269501.3693,0.3
104.65,0.2,0.6,20000,269501.3693,0.3
104.65,0.2,0.6,30000,269501.3693,0.3
104.65,0.2,0.6,40000,269501.3693,0.3
104.65,0.2,0.6,50000,269501.3693,0.3
16.89,0.8,0.8,10000,269501.3693,0.2
16.89,0.8,0.8,20000,269501.3693,0.2
16.89,0.8,0.8,30000,269501.3693,0.2
16.89,0.8,0.8,40000,269501.3693,0.2
16.89,0.8,0.8,50000,269501.3693,0.2
16.89,0.8,0.7,10000,269501.3693,0.2
16.89,0.8,0.7,20000,269501.3693,0.2
16.89,0.8,0.7,30000,269501.3693,0.2
16.89,0.8,0.7,40000,269501.3693,0.2
16.89,0.8,0.7,50000,269501.3693,0.2
16.89,0.8,0.6,10000,269501.3693,0.2
16.89,0.8,0.6,20000,269501.3693,0.2
16.89,0.8,0.6,30000,269501.3693,0.2
16.89,0.8,0.6,40000,269501.3693,0.2
16.89,0.8,0.6,50000,269501.3693,0.2
16.89,0.5,0.8,10000,269501.3693,0.2
16.89,0.5,0.8,20000,269501.3693,0.2
16.89,0.5,0.8,30000,269501.3693,0.2
16.89,0.5,0.8,40000,269501.3693,0.2
16.89,0.5,0.8,50000,269501.3693,0.2
16.89,0.5,0.7,10000,269501.3693,0.2
16.89,0.5,0.7,20000,269501.3693,0.2
